f5-1;0.02;71;136;2
f5-2;0.04;62;133;2
f5-3;0.04;154;78;4
f5-4;0.03;67;177;3
f5-5;0.02;253;182;11
f5-6;0.02;219;73;7
f5-7;0.04;222;136;8
f5-8;0.03;261;70;9
f5-9;0.03;262;60;9
f5-10;0.03;309;61;12
f5-11;0.03;311;70;12
f5-12;0.02;321;176;14
f5-13;0.03;322;193;14
f5-14;0.03;315;124;13
f5-15;0.04;310;140;13
f5-16;0.02;387;180;16
f5-17;0.03;378;190;16
f5-18;0.03;325;237;59
f5-19;0.04;314;247;59
f5-20;0.02;374;128;15
f5-21;0.04;392;136;15
f5-22;0.02;468;178;19
f5-23;0.04;466;71;17
f5-24;0.04;469;64;17
f5-25;0.02;560;65;20
f5-26;0.04;639;136;24
f5-27;0.03;626;143;24
f5-28;0.04;698;189;28
f5-29;0.02;683;174;28
f5-30;0.04;620;244;73
f5-31;0.02;623;227;73
f5-32;0.04;687;136;27
f5-33;0.02;688;126;27
f5-34;0.04;835;82;29
f5-35;0.02;838;174;31
f5-36;0.02;840;183;31
f5-37;0.02;893;187;33
f5-38;0.04;893;187;33
f5-39;0.03;894;145;32
f5-40;0.03;888;136;32
f5-41;0.03;945;60;34
f5-42;0.03;938;80;34
f5-43;0.03;945;144;35
f5-44;0.04;993;176;39
f5-45;0.03;1007;179;39
f5-46;0.03;935;243;88
f5-47;0.02;1008;143;38
f5-48;0.03;1051;68;40
f5-49;0.02;1055;143;41
f5-50;0.02;1045;138;41
f5-51;0.03;1112;188;44
f5-52;0.04;1103;139;43
f5-53;0.03;1113;140;43
f5-54;0.03;1181;141;46
f5-55;0.03;1182;187;47
f5-56;0.02;1093;224;96
f5-57;0.04;63;225;48
f5-58;0.02;68;232;48
f5-59;0.03;77;303;49
f5-60;0.03;166;311;52
f5-61;0.02;146;293;52
f5-62;0.03;166;370;53
f5-63;0.02;152;353;53
f5-64;0.04;69;412;102
f5-65;0.02;68;409;102
f5-66;0.02;261;362;58
f5-67;0.03;154;426;105
f5-68;0.03;199;306;55
f5-69;0.03;214;303;55
f5-70;0.04;258;310;57
f5-71;0.02;332;365;61
f5-72;0.04;329;354;61
f5-73;0.02;378;238;62
f5-74;0.03;377;358;64
f5-75;0.03;328;432;113
f5-76;0.03;389;303;63
f5-77;0.02;386;297;63
f5-78;0.02;466;236;65
f5-79;0.03;457;242;65
f5-80;0.03;475;291;66
f5-81;0.04;470;363;67
f5-82;0.04;464;363;67
f5-83;0.04;372;415;116
f5-84;0.02;579;363;72
f5-85;0.04;571;351;72
f5-86;0.02;461;412;118
f5-87;0.04;464;430;118
f5-88;0.04;518;236;68
f5-89;0.03;509;243;68
f5-90;0.03;512;304;69
f5-91;0.04;642;359;75
f5-92;0.04;569;431;121
f5-93;0.04;575;418;121
f5-94;0.02;627;299;74
f5-95;0.04;638;298;74
f5-96;0.04;696;371;78
f5-97;0.03;683;363;78
f5-98;0.02;630;422;124
f5-99;0.03;636;431;124
f5-100;0.04;684;304;77
f5-101;0.02;781;312;80
f5-102;0.04;787;299;80
f5-103;0.03;784;365;81
f5-104;0.02;782;364;81
f5-105;0.02;682;413;127
f5-106;0.03;844;368;84
f5-107;0.03;826;372;84
f5-108;0.03;847;234;82
f5-109;0.02;828;308;83
f5-110;0.02;888;295;86
f5-111;0.04;898;309;86
f5-112;0.04;893;359;87
f5-113;0.02;895;351;87
f5-114;0.04;834;420;131
f5-115;0.03;936;349;90
f5-116;0.03;898;422;134
f5-117;0.04;942;304;89
f5-118;0.03;1002;225;91
f5-119;0.03;1009;369;93
f5-120;0.02;1004;301;92
f5-121;0.03;1059;237;94
f5-122;0.03;992;430;139
f5-123;0.03;997;432;139
f5-124;0.03;1183;238;99
f5-125;0.03;1192;239;99
f5-126;0.03;1111;419;144
f5-127;0.04;60;480;103
f5-128;0.04;156;497;106
f5-129;0.03;59;545;104
f5-130;0.04;75;533;104
f5-131;0.02;148;540;107
f5-132;0.02;149;582;152
f5-133;0.02;219;411;108
f5-134;0.04;206;427;108
f5-135;0.04;203;490;109
f5-136;0.03;256;490;111
f5-137;0.02;253;590;156
f5-138;0.03;270;579;156
f5-139;0.02;378;526;117
f5-140;0.02;385;543;117
f5-141;0.02;469;489;119
f5-142;0.04;462;494;119
f5-143;0.04;570;541;123
f5-144;0.02;559;544;123
f5-145;0.03;458;597;162
f5-146;0.04;455;590;162
f5-147;0.03;633;488;125
f5-148;0.04;640;490;125
f5-149;0.02;576;579;166
f5-150;0.02;681;544;129
f5-151;0.02;693;531;129
f5-152;0.04;837;485;132
f5-153;0.03;767;537;130
f5-154;0.04;785;579;172
f5-155;0.02;875;529;135
f5-156;0.04;944;531;138
f5-157;0.03;947;481;137
f5-158;0.03;950;483;137
f5-159;0.02;992;475;140
f5-160;0.04;1006;526;141
f5-161;0.03;992;532;141
f5-162;0.03;1053;413;142
f5-163;0.03;1050;413;142
f5-164;0.03;1110;532;146
f5-165;0.03;1000;581;180
f5-166;0.02;1006;596;180
f5-167;0.03;1097;479;145
f5-168;0.03;1102;493;145
f5-169;0.04;1197;587;186
f5-170;0.03;1201;576;186
f5-171;0.04;165;650;153
f5-172;0.02;217;589;154
f5-173;0.04;382;584;160
f5-174;0.02;377;651;161
f5-175;0.04;474;652;163
f5-176;0.02;466;661;163
f5-177;0.03;531;592;164
f5-178;0.02;517;658;165
f5-179;0.03;516;641;165
f5-180;0.03;689;592;170
f5-181;0.04;694;660;171
f5-182;0.03;688;655;171
f5-183;0.04;780;648;173
f5-184;0.02;773;662;173
f5-185;0.04;882;591;176
f5-186;0.04;891;597;176
f5-187;0.02;885;653;177
f5-188;0.03;931;640;179
f5-189;0.03;951;652;179
f5-190;0.03;999;649;181
f5-191;0.02;1004;650;181
f5-192;0.02;1055;591;182
f5-193;0.03;1050;656;183
f5-194;0.03;1047;648;183
f5-195;0.02;1180;654;187
f5-196;0.02;1183;650;187
f5-197;0.04;778;300;80
f5-198;0.02;570;488;122
f5-199;0.03;938;181;36
f5-200;0.04;150;422;105
f5-201;0.04;322;589;158
f5-202;0.02;1182;589;186
f5-203;0.03;162;409;105
f5-204;0.04;382;538;117
f5-205;0.04;531;661;165
f5-206;0.04;324;184;14
f5-207;0.04;320;311;60
f5-208;0.03;1061;597;182
f5-209;0.04;637;356;75
f5-210;0.03;685;362;78
f5-211;0.03;325;182;14
f5-212;0.04;932;304;89
f5-213;0.02;930;68;34
f5-214;0.03;463;533;120
f5-215;0.03;1186;537;149
f5-216;0.02;778;592;172
f5-217;0.03;1188;79;45
f5-218;0.02;687;490;128
f5-219;0.04;1192;295;100
f5-220;0.03;639;494;125
f5-221;0.02;695;130;27
f5-222;0.04;565;297;71
f5-223;0.04;74;526;104
f5-224;0.03;1200;177;47
f5-225;0.04;324;79;12
f5-226;0.03;457;547;120
f5-227;0.02;72;481;103
f5-228;0.04;372;648;161
f5-229;0.03;930;368;90
f5-230;0.03;578;528;123
f5-231;0.03;695;578;170
f5-232;0.03;836;525;133
f5-233;0.03;1114;296;97
f5-234;0.02;1008;643;181
f5-235;0.02;838;82;29
f5-236;0.04;457;229;65
f5-237;0.04;842;139;30
f5-238;0.03;371;352;64
f5-239;0.02;82;588;150
f5-240;0.03;1098;310;97
f5-241;0.02;686;178;28
f5-242;0.02;1045;139;41
f5-243;0.04;835;64;29
f5-244;0.02;569;422;121
f5-245;0.03;318;541;115
f5-246;0.04;163;493;106
f5-247;0.03;1054;493;143
f5-248;0.02;832;188;31
f5-249;0.02;876;296;86
f5-250;0.04;157;487;106
