f1-1;0.03;81;61;1
f1-2;0.02;64;124;2
f1-3;0.04;75;143;2
f1-4;0.03;79;187;3
f1-5;0.04;66;184;3
f1-6;0.03;149;146;5
f1-7;0.04;164;174;6
f1-8;0.04;156;182;6
f1-9;0.03;264;185;11
f1-10;0.02;151;227;51
f1-11;0.04;146;240;51
f1-12;0.03;202;64;7
f1-13;0.02;217;129;8
f1-14;0.02;217;138;8
f1-15;0.03;259;135;10
f1-16;0.03;316;179;14
f1-17;0.03;323;134;13
f1-18;0.04;385;188;16
f1-19;0.03;378;184;16
f1-20;0.02;317;237;59
f1-21;0.04;387;138;15
f1-22;0.03;387;138;15
f1-23;0.04;469;192;19
f1-24;0.03;566;141;21
f1-25;0.03;577;125;21
f1-26;0.03;633;138;24
f1-27;0.03;622;132;24
f1-28;0.03;700;75;26
f1-29;0.04;680;82;26
f1-30;0.04;701;174;28
f1-31;0.03;842;79;29
f1-32;0.02;827;62;29
f1-33;0.04;838;135;30
f1-34;0.02;832;147;30
f1-35;0.04;829;197;31
f1-36;0.03;832;179;31
f1-37;0.04;877;181;33
f1-38;0.02;882;189;33
f1-39;0.02;940;174;36
f1-40;0.02;942;182;36
f1-41;0.02;935;59;34
f1-42;0.03;934;71;34
f1-43;0.04;931;126;35
f1-44;0.02;1012;193;39
f1-45;0.03;1002;184;39
f1-46;0.02;946;230;88
f1-47;0.03;1042;77;40
f1-48;0.04;1057;65;40
f1-49;0.02;1057;133;41
f1-50;0.03;1060;131;41
f1-51;0.03;1101;190;44
f1-52;0.04;1097;176;44
f1-53;0.03;1195;134;46
f1-54;0.04;1182;141;46
f1-55;0.04;1096;240;96
f1-56;0.02;63;412;102
f1-57;0.03;59;431;102
f1-58;0.02;254;351;58
f1-59;0.02;250;351;58
f1-60;0.04;210;245;54
f1-61;0.03;201;244;54
f1-62;0.03;258;229;56
f1-63;0.04;252;244;56
f1-64;0.03;265;312;57
f1-65;0.02;328;363;61
f1-66;0.04;329;356;61
f1-67;0.02;256;409;110
f1-68;0.03;383;231;62
f1-69;0.03;389;368;64
f1-70;0.03;373;291;63
f1-71;0.04;462;293;66
f1-72;0.02;461;351;67
f1-73;0.04;574;365;72
f1-74;0.03;579;369;72
f1-75;0.03;478;415;118
f1-76;0.02;469;430;118
f1-77;0.02;523;240;68
f1-78;0.03;517;299;69
f1-79;0.02;566;225;70
f1-80;0.03;624;360;75
f1-81;0.02;639;369;75
f1-82;0.02;577;429;121
f1-83;0.03;582;426;121
f1-84;0.04;624;308;74
f1-85;0.02;691;359;78
f1-86;0.03;690;369;78
