f3-1;0.04;79;132;2
f3-2;0.02;61;138;2
f3-3;0.02;160;74;4
f3-4;0.04;160;61;4
f3-5;0.03;150;238;51
f3-6;0.03;155;242;51
f3-7;0.04;215;59;7
f3-8;0.03;221;141;8
f3-9;0.02;219;133;8
f3-10;0.02;264;135;10
f3-11;0.04;258;131;10
f3-12;0.03;313;187;14
f3-13;0.02;382;177;16
f3-14;0.03;320;234;59
f3-15;0.02;327;239;59
f3-16;0.02;370;133;15
f3-17;0.02;461;180;19
f3-18;0.03;477;176;19
f3-19;0.04;472;71;17
f3-20;0.02;462;67;17
f3-21;0.03;460;126;18
f3-22;0.03;459;143;18
f3-23;0.02;569;74;20
f3-24;0.02;562;137;21
f3-25;0.02;560;182;22
f3-26;0.02;638;61;23
f3-27;0.02;639;69;23
f3-28;0.03;630;183;25
f3-29;0.04;642;177;25
f3-30;0.04;689;79;26
f3-31;0.02;628;238;73
f3-32;0.02;698;137;27
f3-33;0.02;829;135;30
f3-34;0.02;833;125;30
f3-35;0.04;831;180;31
f3-36;0.02;832;193;31
f3-37;0.02;680;240;76
f3-38;0.02;687;232;76
f3-39;0.03;891;175;33
f3-40;0.04;897;129;32
f3-41;0.02;929;194;36
f3-42;0.02;938;63;34
f3-43;0.02;931;77;34
f3-44;0.02;992;72;37
f3-45;0.03;1007;186;39
f3-46;0.04;1044;73;40
f3-47;0.03;1052;70;40
f3-48;0.02;1062;127;41
f3-49;0.02;1101;133;43
f3-50;0.04;1104;147;43
f3-51;0.03;1202;67;45
f3-52;0.04;1187;127;46
f3-53;0.03;1200;139;46
f3-54;0.03;1103;247;96
f3-55;0.02;61;243;48
f3-56;0.02;71;239;48
f3-57;0.04;166;294;52
f3-58;0.04;156;292;52
f3-59;0.04;154;365;53
f3-60;0.04;146;370;53
f3-61;0.03;257;353;58
f3-62;0.02;257;366;58
f3-63;0.02;156;414;105
f3-64;0.02;147;424;105
f3-65;0.04;212;246;54
f3-66;0.03;210;233;54
f3-67;0.02;218;307;55
f3-68;0.03;213;296;55
f3-69;0.04;271;306;57
f3-70;0.03;257;303;57
f3-71;0.04;311;360;61
f3-72;0.04;266;426;110
f3-73;0.03;267;410;110
f3-74;0.03;311;291;60
f3-75;0.04;385;357;64
f3-76;0.02;318;429;113
f3-77;0.03;380;296;63
f3-78;0.04;478;245;65
f3-79;0.04;456;246;65
f3-80;0.03;373;424;116
f3-81;0.02;470;413;118
f3-82;0.02;462;427;118
f3-83;0.04;516;235;68
f3-84;0.02;521;243;68
f3-85;0.02;526;306;69
f3-86;0.02;518;298;69
f3-87;0.04;562;296;71
f3-88;0.04;580;302;71
f3-89;0.02;630;365;75
f3-90;0.04;638;358;75
f3-91;0.03;570;413;121
f3-92;0.03;626;304;74
f3-93;0.04;692;351;78
f3-94;0.03;691;372;78
f3-95;0.02;624;432;124
f3-96;0.03;691;290;77
f3-97;0.04;681;309;77
f3-98;0.02;788;297;80
f3-99;0.04;788;302;80
f3-100;0.02;771;361;81
f3-101;0.04;783;360;81
f3-102;0.04;840;289;83
f3-103;0.03;835;312;83
f3-104;0.02;891;360;87
f3-105;0.03;877;366;87
f3-106;0.02;833;419;131
f3-107;0.02;891;419;134
f3-108;0.03;884;409;134
f3-109;0.02;940;289;89
f3-110;0.04;931;310;89
f3-111;0.02;993;237;91
f3-112;0.04;989;245;91
f3-113;0.02;997;359;93
f3-114;0.04;998;359;93
f3-115;0.04;952;428;136
f3-116;0.02;1012;312;92
f3-117;0.04;1003;299;92
f3-118;0.04;1050;298;95
f3-119;0.02;1060;298;95
f3-120;0.02;1105;354;98
f3-121;0.02;1104;359;98
f3-122;0.02;1202;226;99
f3-123;0.02;1192;230;99
f3-124;0.04;1183;299;100
f3-125;0.04;1183;422;147
f3-126;0.02;1198;409;147
f3-127;0.03;76;478;103
f3-128;0.03;156;482;106
f3-129;0.03;148;475;106
f3-130;0.02;151;547;107
f3-131;0.04;159;531;107
f3-132;0.02;77;589;150
f3-133;0.02;153;574;152
f3-134;0.02;214;427;108
f3-135;0.04;208;412;108
f3-136;0.02;201;485;109
f3-137;0.03;211;479;109
f3-138;0.02;329;487;114
f3-139;0.02;311;536;115
f3-140;0.02;310;596;158
f3-141;0.03;456;546;120
f3-142;0.03;464;531;120
f3-143;0.02;471;485;119
f3-144;0.03;460;491;119
f3-145;0.04;571;487;122
f3-146;0.03;561;497;122
f3-147;0.03;580;532;123
f3-148;0.02;580;543;123
