f4-1;0.02;60;76;1
f4-2;0.03;60;67;1
f4-3;0.04;67;138;2
f4-4;0.04;63;130;2
f4-5;0.03;158;71;4
f4-6;0.04;59;175;3
f4-7;0.02;80;195;3
f4-8;0.02;159;143;5
f4-9;0.02;161;194;6
f4-10;0.03;220;67;7
f4-11;0.03;326;68;12
f4-12;0.03;310;80;12
f4-13;0.02;378;192;16
f4-14;0.02;387;178;16
f4-15;0.03;387;140;15
f4-16;0.04;463;133;18
f4-17;0.02;575;63;20
f4-18;0.03;568;65;20
f4-19;0.04;562;136;21
f4-20;0.04;567;140;21
f4-21;0.03;575;190;22
f4-22;0.04;560;196;22
f4-23;0.02;620;68;23
f4-24;0.04;642;60;23
f4-25;0.04;639;196;25
f4-26;0.03;634;190;25
f4-27;0.02;632;126;24
f4-28;0.03;631;137;24
f4-29;0.04;686;76;26
f4-30;0.03;680;70;26
f4-31;0.04;684;197;28
f4-32;0.02;690;175;28
f4-33;0.03;638;246;73
f4-34;0.04;682;147;27
f4-35;0.02;692;128;27
f4-36;0.04;843;82;29
f4-37;0.03;838;69;29
f4-38;0.02;837;127;30
f4-39;0.03;892;146;32
f4-40;0.03;943;136;35
f4-41;0.03;946;127;35
f4-42;0.02;999;74;37
f4-43;0.03;1007;71;37
f4-44;0.04;1005;185;39
f4-45;0.02;1004;186;39
f4-46;0.02;942;242;88
f4-47;0.03;932;230;88
f4-48;0.03;999;124;38
f4-49;0.03;1049;71;40
f4-50;0.03;1052;133;41
f4-51;0.02;1060;128;41
f4-52;0.04;1115;62;42
f4-53;0.03;1198;124;46
f4-54;0.04;1201;126;46
f4-55;0.02;1107;245;96
f4-56;0.04;147;293;52
f4-57;0.02;160;359;53
f4-58;0.03;162;354;53
f4-59;0.03;62;425;102
f4-60;0.04;215;240;54
f4-61;0.04;204;239;54
f4-62;0.03;208;296;55
f4-63;0.02;267;236;56
f4-64;0.04;260;247;56
f4-65;0.04;267;289;57
f4-66;0.04;253;300;57
f4-67;0.03;327;368;61
f4-68;0.03;332;357;61
f4-69;0.04;264;427;110
f4-70;0.03;327;298;60
f4-71;0.03;309;303;60
f4-72;0.02;390;246;62
f4-73;0.04;372;298;63
f4-74;0.04;372;311;63
f4-75;0.04;459;246;65
f4-76;0.02;458;359;67
f4-77;0.02;377;412;116
f4-78;0.04;383;419;116
f4-79;0.03;519;309;69
f4-80;0.04;561;225;70
f4-81;0.04;578;311;71
f4-82;0.02;571;305;71
f4-83;0.03;693;364;78
f4-84;0.02;683;357;78
f4-85;0.04;638;431;124
f4-86;0.03;770;298;80
f4-87;0.03;779;363;81
f4-88;0.02;698;415;127
f4-89;0.02;694;409;127
f4-90;0.03;826;241;82
f4-91;0.04;840;294;83
f4-92;0.02;887;311;86
f4-93;0.02;881;291;86
f4-94;0.04;895;359;87
f4-95;0.04;828;411;131
f4-96;0.04;831;416;131
f4-97;0.03;888;422;134
f4-98;0.04;1009;358;93
f4-99;0.04;949;409;136
f4-100;0.02;997;291;92
f4-101;0.03;1000;428;139
f4-102;0.03;1007;427;139
f4-103;0.03;1186;225;99
f4-104;0.02;1195;298;100
f4-105;0.02;1095;411;144
f4-106;0.04;1099;422;144
f4-107;0.02;1193;411;147
f4-108;0.04;1191;426;147
f4-109;0.04;72;483;103
f4-110;0.02;146;492;106
f4-111;0.04;146;496;106
f4-112;0.03;257;538;112
f4-113;0.03;161;596;152
f4-114;0.03;159;595;152
f4-115;0.02;212;496;109
f4-116;0.04;222;494;109
f4-117;0.04;266;486;111
f4-118;0.04;255;488;111
f4-119;0.02;309;528;115
f4-120;0.02;264;585;156
f4-121;0.04;381;527;117
f4-122;0.04;369;529;117
f4-123;0.02;471;532;120
f4-124;0.02;475;483;119
f4-125;0.03;459;488;119
f4-126;0.04;559;480;122
f4-127;0.02;559;496;122
f4-128;0.04;572;534;123
f4-129;0.02;456;590;162
f4-130;0.02;472;578;162
f4-131;0.02;625;475;125
f4-132;0.04;632;538;126
f4-133;0.03;575;586;166
f4-134;0.04;695;542;129
f4-135;0.02;687;539;129
f4-136;0.04;622;581;168
f4-137;0.03;633;585;168
f4-138;0.04;694;481;128
f4-139;0.04;827;479;132
f4-140;0.03;773;537;130
f4-141;0.02;841;541;133
f4-142;0.02;767;576;172
f4-143;0.04;883;531;135
f4-144;0.02;883;529;135
f4-145;0.04;929;485;137
f4-146;0.02;930;476;137
f4-147;0.03;997;533;141
f4-148;0.03;992;525;141
f4-149;0.04;950;578;178
f4-150;0.04;1047;427;142
f4-151;0.04;1052;481;143
f4-152;0.04;1099;545;146
f4-153;0.03;1101;529;146
f4-154;0.04;996;575;180
f4-155;0.02;1107;492;145
f4-156;0.03;1197;491;148
f4-157;0.03;1185;545;149
f4-158;0.03;1189;524;149
f4-159;0.02;1101;585;184
f4-160;0.04;215;644;155
f4-161;0.02;253;657;157
f4-162;0.02;251;648;157
f4-163;0.04;385;585;160
f4-164;0.04;388;640;161
f4-165;0.04;525;585;164
f4-166;0.04;700;584;170
f4-167;0.02;691;588;170
f4-168;0.03;683;644;171
f4-169;0.04;695;646;171
f4-170;0.02;784;643;173
f4-171;0.02;846;658;175
f4-172;0.04;829;651;175
f4-173;0.04;887;575;176
f4-174;0.02;993;650;181
f4-175;0.04;1008;654;181
f4-176;0.03;1043;597;182
f4-177;0.02;1046;575;182
f4-178;0.04;1056;661;183
f4-179;0.02;1053;651;183
f4-180;0.02;562;75;20
f4-181;0.03;330;60;12
f4-182;0.03;313;235;59
f4-183;0.02;894;362;87
f4-184;0.04;1200;537;149
f4-185;0.04;314;137;13
f4-186;0.03;146;310;52
f4-187;0.04;1003;70;37
f4-188;0.03;1044;488;143
f4-189;0.04;387;582;160
f4-190;0.04;207;654;155
f4-191;0.02;517;239;68
f4-192;0.03;156;485;106
f4-193;0.03;1060;409;142
f4-194;0.02;523;293;69
f4-195;0.04;1104;658;185
f4-196;0.04;70;296;49
f4-197;0.03;702;490;128
f4-198;0.03;685;310;77
f4-199;0.03;465;421;118
f4-200;0.04;1012;414;139
f4-201;0.04;220;658;155
f4-202;0.03;897;524;135
f4-203;0.03;630;296;74
f4-204;0.04;687;358;78
f4-205;0.03;834;655;175
f4-206;0.02;877;125;32
f4-207;0.04;156;175;6
f4-208;0.04;630;125;24
f4-209;0.03;769;243;79
f4-210;0.02;1039;646;183
f4-211;0.02;949;575;178
f4-212;0.04;559;479;122
f4-213;0.04;936;409;136
f4-214;0.02;836;174;31
f4-215;0.02;376;141;15
f4-216;0.04;465;140;18
f4-217;0.04;627;574;168
f4-218;0.03;519;224;68
f4-219;0.04;69;488;103
f4-220;0.03;951;655;179
f4-221;0.03;877;189;33
f4-222;0.04;947;299;89
f4-223;0.02;1039;492;143
f4-224;0.02;464;575;162
f4-225;0.02;1093;591;184
f4-226;0.04;61;69;1
f4-227;0.03;633;496;125
f4-228;0.02;637;142;24
f4-229;0.02;375;351;64
f4-230;0.03;682;237;76
f4-231;0.03;332;247;59
f4-232;0.02;153;411;105
f4-233;0.02;1114;411;144
f4-234;0.02;697;485;128
f4-235;0.02;383;230;62
f4-236;0.03;826;63;29
f4-237;0.02;578;575;166
f4-238;0.04;255;596;156
f4-239;0.04;830;409;131
f4-240;0.02;80;646;151
f4-241;0.02;847;372;84
f4-242;0.02;163;425;105
f4-243;0.04;833;178;31
f4-244;0.02;636;190;25
f4-245;0.02;1002;180;39
f4-246;0.04;457;590;162
f4-247;0.04;201;136;8
f4-248;0.02;1103;137;43
f4-249;0.02;567;532;123
f4-250;0.03;514;656;165
