f9-1;0.03;68;63;1
f9-2;0.04;69;126;2
f9-3;0.04;65;137;2
f9-4;0.02;154;59;4
f9-5;0.03;168;71;4
f9-6;0.04;155;190;6
f9-7;0.04;256;189;11
f9-8;0.04;146;247;51
f9-9;0.03;222;61;7
f9-10;0.04;255;137;10
f9-11;0.03;257;127;10
f9-12;0.03;325;64;12
f9-13;0.02;319;62;12
f9-14;0.02;330;175;14
f9-15;0.04;326;177;14
f9-16;0.03;468;195;19
f9-17;0.04;464;196;19
f9-18;0.03;468;62;17
f9-19;0.04;459;61;17
f9-20;0.03;471;136;18
f9-21;0.02;576;82;20
f9-22;0.02;562;141;21
f9-23;0.03;562;141;21
f9-24;0.03;631;73;23
f9-25;0.02;632;185;25
f9-26;0.04;625;181;25
f9-27;0.03;632;143;24
f9-28;0.02;635;146;24
f9-29;0.04;690;72;26
f9-30;0.02;687;64;26
f9-31;0.03;692;192;28
f9-32;0.03;637;238;73
f9-33;0.02;839;174;31
f9-34;0.04;698;231;76
f9-35;0.03;694;241;76
f9-36;0.02;888;174;33
f9-37;0.04;882;185;33
f9-38;0.03;883;127;32
f9-39;0.02;946;124;35
f9-40;0.02;942;136;35
f9-41;0.03;1005;176;39
f9-42;0.04;1009;181;39
f9-43;0.02;1052;59;40
f9-44;0.03;1047;63;40
f9-45;0.03;1049;126;41
f9-46;0.04;1101;192;44
f9-47;0.02;1114;135;43
f9-48;0.04;1105;136;43
f9-49;0.02;1190;61;45
f9-50;0.03;1201;73;45
f9-51;0.03;1201;138;46
f9-52;0.02;1200;143;46
f9-53;0.04;68;231;48
f9-54;0.02;68;301;49
f9-55;0.02;73;418;102
f9-56;0.04;162;419;105
f9-57;0.04;157;415;105
f9-58;0.02;326;368;61
f9-59;0.04;272;420;110
f9-60;0.02;373;234;62
f9-61;0.02;391;356;64
f9-62;0.04;389;308;63
f9-63;0.04;385;293;63
f9-64;0.03;473;229;65
f9-65;0.04;472;298;66
f9-66;0.02;467;312;66
f9-67;0.04;382;423;116
f9-68;0.03;373;427;116
f9-69;0.03;566;366;72
f9-70;0.03;573;371;72
f9-71;0.04;510;294;69
f9-72;0.02;523;305;69
f9-73;0.02;565;242;70
f9-74;0.04;575;243;70
f9-75;0.03;574;292;71
f9-76;0.03;578;298;71
f9-77;0.04;568;413;121
f9-78;0.03;689;364;78
f9-79;0.03;690;289;77
f9-80;0.04;696;307;77
f9-81;0.02;779;233;79
f9-82;0.04;788;309;80
f9-83;0.03;778;366;81
f9-84;0.04;778;363;81
f9-85;0.02;687;419;127
f9-86;0.02;844;232;82
